Interactor 1	Interactor 2
Pdp1	BuGZ
Rel	CG32767
CG14451	Blos1
Blos1	CG31835
Pph13	d4
Crg-1	CG10147
pdm2	CG8319
Dll	CG13204
CG10209	Rbsn-5
D1	drm
eg	Smox
Awh	kmg
zfh2	Paris
Odj	BtbVII
lbe	CG9215
retn	Ssb-c31a
Rel	CG14667
Kah	zld
vis	CG10669
Hr78	bin
D	gro
GATAe	ZIPIC
sim	Hinfp
Hr78	fd3F
Sag1	CG34367
Sry-delta	Dref
E(spl)m8-HLH	Hr78
CG1024	CG8478
Bgb	CG10654
salm	mid
Cf2	Lmx1a
ftz-f1	gro
peb	org-1
wdn	CG17359
ovo	Nnk
toy	D19B
CG11456	CG4854
Hmr	sima
eg	CG7386
NfI	Kr-h1
SoxN	CG10654
GATAe	FoxP
Irbp18	CG33557
esc	Hr78
Hr78	CG31460
Rel	CG6689
Hr78	CG13287
Ets65A	Deaf1
B-H1	ara
Ets65A	CG33557
Mad	Rel
Sry-beta	Rel
Scm	ATbp
croc	p53
dmrt99B	Blos1
Mnt	vis
Lime	CG18599
Pp1alpha-96A	Ccdc85
Mad	Irbp18
org-1	achi
svp	HLH54F
CG31441	gfzf
ara	toy
IPIP	SH3PX1
Jheh2	sturkopf
Clamp	CG10321
wor	fuss
sna	CG15514
CG10274	Zif
Rel	CG7099
Eip78C	gcm2
Sag1	CG31365
Mef2	Rel
Hinfp	CG2889
ecd	CG13775
CG2889	CG32772
CG11247	Sox21b
Ptx1	CG3815
SoxN	CG10565
CG10654	exex
vis	sens-2
Iswi	dgt1
Blos1	CG32121
sug	foxo
HLH3B	CG30431
CG8478	egg
pho	zld
CG14655	CG31612
Blimp-1	Irbp18
ro	tio
z	SoxN
Cf2	Ets65A
ct	Ets65A
Eip78C	CG4424
zfh2	YL-1
retn	Spps
Ets65A	CG10669
wek	Hr78
Ets65A	Rx
Tip60	Blos1
Poxn	Rel
Rel	CG31955
nau	Ets65A
Rel	CG13287
HmgD	CG6654
foxo	cbt
CG8478	Spps
zfh2	CG31510
Pph13	CG15336
l(1)sc	Drgx
E(spl)mdelta-HLH	sens-2
Noc1	CG32121
bab1	CG32121
Hr78	PolE4
Scm	Mad
org-1	CG6470
PolE4	htk
Hr38	CG6689
drm	CG3491
disco	Lpt
ph-p	croc
ktub	CG10654
CG6686	fd3F
Usp7	yki
HP1b	Coop
ac	Hr78
chn	Irbp18
mip120	CG10321
Hr78	CG6765
Rel	NC2alpha
bab1	CG13775
Lime	Irbp18
svp	CG4820
Myb	Eip78C
E2f2	Irbp18
bbx	Blos1
Poxm	run
Sp1	Odj
Poxn	foxo
org-1	Myc
bab1	br
spab	CG10565
Eip78C	CG32264
Dnz1	CG32772
Su(H)	mirr
Hr78	br
Rel	mamo
Rel	pan
phol	MBD-R2
su(Hw)	Hr78
hth	Ets65A
svp	CrebB
Lim3	Rel
mbf1	tgo
Mad	Atf3
Hr78	otp
ase	Irbp18
Kdm5	sage
Pph13	mbf1
bap	brk
toy	CG10431
Hr78	pzg
gro	Boh1
srp	MED1
Rel	HP1b
Ets65A	CG31875
Eip78C	CG15269
B-H1	Paris
gt	B-H2
Hr78	Fer3
MBD-like	Odj
sv	phol
kn	Xbp1
Usf	CG7386
Ptx1	brk
Eip78C	CG17287
Hr78	Cph
Mad	CG7963
CG10209	MESR4
FoxL1	dmrt99B
inv	Rel
Hesr	Bdp1
CG11723	CG31955
Ets65A	bbx
Rel	CG34376
Sry-beta	CG11294
Scm	Ptx1
AGO2	mir-317
toy	salm
Myb	Hr78
tin	CG10348
drm	CG12299
ph-p	CG10321
Hr78	CrebB
CG1792	Unr
Ets65A	hng2
Hr78	CG11723
CG14711	mbf1
CG15269	CrebB
btd	brk
cnc	Coop
dsx	Irbp18
Hr78	CG18011
Eip78C	MBD-like
Eip78C	CG3815
retn	NFAT
lms	pan
Hr78	tap
CG4318	chinmo
Hr3	Su(H)
PolE4	CG10654
ATbp	CG42748
Hmg-2	chinmo
CG2712	phol
foxo	CG33695
BuGZ	foxo
rib	CG34376
Kah	CG31612
tin	Dif
Rbf	CrebB
CG15269	GABPI
Hr78	CG17198
Dr	Oli
Hr78	Alh
Hr78	CG12744
ph-p	Eip78C
gcm	Hr78
BtbVII	ab
CG1407	ATbp
CG8924	CG12299
sob	Hr78
Dr	Dnz1
GATAe	CG34376
CG13775	CG10431
hng2	CG34376
Ets65A	vnd
CG8314	da
gcm2	CG15336
sna	Ets65A
Hr78	pdm3
ecd	Hr78
Mad	CG4854
CG12299	d4
Plzf	Vsx2
Hr78	maf-S
Hr78	CtBP
chm	CG31955
ro	Rel
trr	lms
odd	svp
Bgb	CG17195
ftz	Poxn
Rel	CG6765
Rel	CG32264
Irbp18	CG8319
zen	Blos1
Irbp18	da
drm	sage
Irbp18	Sox102F
sisA	Kr-h1
pros	C15
CG3726	CG10321
sob	drm
Hmr	CG8319
fd96Ca	HP1b
Hr78	CG15286
CG31955	CG34367
Hr3	Crg-1
bcd	Hr78
Hr78	tef
CG31612	cnc
Ets65A	l(2)k10201
CG11723	CG10654
pho	foxo
Hr78	CG11456
CG15269	CG42726
Hr78	Ptx1
ovo	Eip78C
CG8319	CG31955
Hr78	CG7099
erm	CG13204
gl	fd3F
B-H2	FoxP
CG11247	Vsx2
Kdm5	vis
CG6765	CG34376
Dr	Sox21b
Max	CG31612
CG11617	CG15435
Rel	CG15710
Awh	CG8478
topi	salm
CG6654	l(3)neo38
Ets65A	fd3F
CG2712	Sox21b
CG4496	CG10979
CG8478	CG9932
Hr78	Rbf2
CG17385	CG13287
Eip78C	CG8159
Dr	noc
ind	Blos1
tHMG1	Boh1
Ets65A	CG17361
tio	Neu2
CG33695	Kr-h1
Sry-delta	toy
sob	Irbp18
lbe	hkb
CG15336	CG31955
CG4854	CG10669
CG1024	CG30020
Hr78	CG2790
CG11456	CG6276
CG10565	Spps
Hr78	CG8089
kn	lms
crm	Hr78
tap	Unr
ct	CG10654
Eip78C	CG3726
Ets65A	cliff
CG32121	BtbVII
Hr78	CG10565
su(Hw)	Ets21C
CG7963	Sag1
Ets65A	ind
Hr78	tHMG2
croc	Rbsn-5
E(spl)m5-HLH	Hr78
bap	Ets65A
drm	CG33557
Hr78	CG45071
vis	grh
Irbp18	CG3919
Rx	Fer2
Irbp18	jing
Pp1-87B	ASPP
Pph13	CG10565
YL-1	Unr
M1BP	CG31955
Pph13	Neu2
Hr78	mamo
net	BtbVII
Eip78C	cbt
Rel	CG31612
CG9215	CG18599
FoxP	Unr
Eip78C	drm
su(Hw)	CG15269
Hinfp	Ravus
Ets65A	CG7386
hry	Hr78
Kah	GATAe
Hr78	M1BP
Rel	croc
Hr38	CG10654
Dll	dmrt11E
CG12075	Hesr
CG15812	Irbp18
E(spl)mgamma-HLH	Ets65A
REPTOR-BP	Lhr
CG10654	CG17801
Eip75B	CG6765
eg	CG15336
Zif	Odj
btn	CG14667
fd96Ca	brk
Dref	BuGZ
Irbp18	Zaf1
ind	sage
amos	ATbp
sna	CG31955
Cph	Blos1
Lime	sage
PolE4	CG8319
CG10147	chinmo
tj	sisA
hry	NC2beta
p53	chinmo
Hr78	Ssb-c31a
Ets21C	CG4318
orb	aPKC
sc	vnd
ato	Rel
HP1c	Sox21b
CtBP	Sox102F
Eip78C	CG10654
Ets65A	CG11085
Ets65A	Bgb
Rel	Ptx1
Sox21b	fd3F
CG13204	CG31612
Rel	BtbVII
C15	trr
Hmg-2	CG31612
Hr78	Smox
toy	REPTOR-BP
Ptx1	CG8314
disco	ADD1
CG9890	Zif
Ccdc85	RASSF8
CG13775	nom
Rel	CG1647
B-H2	az2
Sry-delta	CG1407
esc	HHEX
Usf	Bdp1
Rel	fd19B
foxo	Spps
foxo	Dlip3
H2.0	Irbp18
Blos1	fd3F
comr	Irbp18
CG10209	salm
Hr78	CG17568
crm	CG10654
Doc2	CG31441
drm	CG6769
Trl	Hr78
Hr78	brwl
hry	Rel
brwl	Zif
Hr78	fd19B
CG2875	Paris
E2f1	CG31612
CG13775	Atf6
Rel	CG10209
Hr78	CG11398
ph-p	Hr78
CG31955	da
Sry-delta	CG11696
l(2)k10201	CG18262
YL-1	Vsx2
Blimp-1	CG33695
Cph	phol
E(spl)m8-HLH	CG1792
CG31441	CG32767
zen	Hey
Myb	elB
tup	Coop
Ets65A	CG11906
ecd	grh
bcd	CG31955
Hr78	CG3032
CG32772	da
slou	Hr78
prd	Rel
Bgb	Hr78
Hr78	CG14655
Rel	BuGZ
tup	Deaf1
wdn	jing
E(spl)mdelta-HLH	lmd
CG3815	sug
mirr	CG1407
CG11294	vnd
CG8478	Vsx2
Hr78	HHEX
Six4	CG18599
Hr78	dmrt11E
CG12075	d4
Ptx1	Sag1
cad	org-1
foxo	exex
sob	toy
Sox21a	CG31441
rib	CG17195
Hr78	CG31612
eg	PolE4
D	bap
Hr78	CG10274
CG8301	pdm3
Gcn5	CG9890
CG8319	CG18599
hng2	foxo
Ets21C	Rbf2
E2f1	Boh1
Hr78	Cenp-C
Hr78	HDAC1
Sry-beta	Eip78C
Hr78	CG12071
Hr78	org-1
Awh	CG10654
dmrt11E	foxo
Zif	M1BP
fd96Cb	Rel
ase	drm
croc	CG7099
Klf15	Irbp18
sr	cato
svp	CG14711
Ptx1	Blos1
ase	Lmx1a
net	Dlip3
CG10348	CG31612
CG1647	CG31955
ara	Irbp18
Ets65A	CG11723
Jheh1	sturkopf
CG10565	fuss
Hr38	CG13287
Hr78	rn
Bgb	Zif
E(spl)mgamma-HLH	Rel
Ets65A	croc
foxo	BtbVII
Ptx1	foxo
Rel	Sp1
PolE4	CG10565
croc	Sox21a
Pep	Hr78
ssx	Sxl
bs	GATAe
fd96Ca	D19A
CG12075	CG1792
ph-p	Rel
kn	ct
otp	pzg
Hr78	grh
eg	wdn
Hr78	hkb
H15	mid
nau	CG13775
CG7786	Irbp18
ovo	lbe
fkh	Sox21b
CrebA	CG31955
CG15269	Alh
dimm	Nf-YC
Hr78	CG4730
dmrt93B	Blos1
ovo	Antp
E(spl)mdelta-HLH	chn
sna	foxo
hry	Eip78C
D1	Ptx1
run	mip120
CG31955	dar1
CG9727	CG31955
hry	CG31612
onecut	PolE4
dsx	Eip78C
Myb	B-H2
Su(H)	CG31955
CG13775	CG8478
Hr78	CG42726
CG2875	Odj
lbe	CG31955
Atf6	sage
cliff	CG8478
Pph13	CG10654
NC2alpha	CG34367
Hr78	CG18764
EcR	Rel
peb	Ets65A
CG7963	CG31224
CrebA	croc
twi	Rbf
Pph13	CG8478
kn	su(Hw)
Hr78	Sox102F
hng2	Sox21b
Hr78	CG10669
drm	CG10654
Hr78	ZIPIC
CG3726	vis
kn	NfI
scrt	BuGZ
CG6765	CG31612
B-H2	CG8765
otp	YL-1
Ets65A	BtbVII
CG13775	CG4730
Hr78	salm
en	Ets65A
drm	CG34367
Rel	cato
ftz-f1	onecut
CG11906	phol
Hr78	exex
sv	Rel
CG15514	gem
caup	crol
mod	dmrt99B
CG3919	Zaf1
dsx	CG4496
ovo	Ets65A
mip120	CG4854
CG2712	Sag1
Eip75B	CG10209
Hr78	CG17806
ct	Hr78
MBD-R2	CG4854
brk	CG31955
NFAT	CG4956
d4	prg
kn	fuss
pdm2	fd3F
E2f1	CG34376
hth	Sox21a
Poxn	C15
caup	da
gro	bowl
Poxm	Deaf1
Hr78	Kdm5
topi	br
CtBP	kmg
Ets65A	CG18599
drm	Atf6
Dr	CG32121
Hr78	CG12054
Dll	l(1)sc
Eip75B	croc
Eip78C	CG32772
prd	Hr78
Hr78	chm
CG8478	da
CG6765	dysf
kn	CG32772
Hr78	hng2
mirr	CG31441
bap	CG8319
Sag1	vvl
Polr2A	Hrb87F
Hr78	H15
E(bx)	nsl1
scrt	sob
Mad	seq
Pp1-13C	ASPP
tj	CG4496
pdm2	Sox102F
Sag1	CG31642
M1BP	CG17801
ac	CG31955
REPTOR	gce
fd19B	CG17568
toy	nom
drm	Sox102F
Hr78	Ets96B
Blos1	da
Su(H)	Rel
CG2889	CG4424
Nf-YC	CG10321
Cph	GATAe
fd59A	CG8319
Rcd5	Caf1-55
Rbf2	chinmo
CG15269	Boh1
CG8089	Irbp18
chm	jing
sob	CG31955
Hr78	unc-4
eyg	Dref
tj	vvl
Eip78C	d4
Hr78	Sox21b
sqz	Hr78
Rel	otp
Hr78	CG4318
dimm	CG13287
Hr78	CG4956
seq	CG13287
fd59A	Rel
opa	mirr
Hr78	tio
Eip93F	fd3F
su(Hw)	Rel
CG11085	CG6769
Blimp-1	foxo
PolE4	CG8478
B-H1	Rel
C15	l(2)k10201
CG18764	CG43342
CG14860	Sag1
kipf	CG10979
Hr78	CG34367
Scm	NfI
Ptx1	fd3F
Hr78	Irbp18
tap	Rbsn-5
PolE4	Irbp18
Deaf1	Rel
su(Hw)	CG31955
Lim3	CG15286
Rel	cliff
kn	pho
sisA	Sox21b
CG4318	CG6769
fd96Cb	CG10654
drm	CG6470
fd96Cb	Ets65A
su(Hw)	Hmg-2
Su(H)	CG31441
su(Hw)	Ets96B
Rel	Hinfp
wdn	drm
dsx	foxo
CG10431	CG10654
drm	CG4424
Max	CG31955
CG2202	CG8319
Dr	Met
CG31955	lov
stc	drm
sna	Hr78
so	rn
CG10654	CG14711
nau	CG8314
chn	pzg
YL-1	jing
Zif	br
BuGZ	CG31955
fd96Cb	Hr78
Hr78	CG12219
CG8119	CG10654
Su(z)12	BuGZ
Hr78	Antp
Hr78	CG2202
Blos1	CG31460
Dr	Eip78C
drm	pad
Eip78C	CG31835
CG8478	dmrt93B
PolE4	sage
hry	CG17568
Trl	Zif
pdm2	ara
CG11617	CG4854
Rel	pdm3
stwl	Rel
gt	NfI
Rel	Hr78
d4	Blos1
kn	bap
CG10654	CG33557
lbe	Spps
ro	drm
Kdm5	CG13775
sage	CG12071
Scm	CG6765
sv	Sag1
cyc	CG18011
amos	Ets65A
Hr78	CG4496
bab1	CG17612
Scm	CG8159
phol	CG4730
dsx	Hr78
net	Rel
Hr78	BuGZ
Hr78	Hr39
CG8924	Irbp18
CG11723	foxo
Ets65A	CG4424
Hr78	CG1647
Dll	opa
CG17195	dmrt99B
Hr78	HP1b
Ets21C	Myc
gcm	CG7963
OdsH	sens-2
drm	CG45071
tj	Su(var)205
CG4820	Vsx2
retn	otp
Rel	CG4730
Rel	gcm2
Nf-YC	CG11247
CG4854	hkb
svp	comr
Rel	grh
disco	CG32772
Sox21b	pan
CG13775	achi
CG10654	vnd
cad	B-H2
svp	Cph
drm	achi
Hr78	Hesr
Hr78	erm
gt	Neu2
drm	CG8319
ovo	gl
Blos1	CG9932
CG10209	CG13287
E(spl)mgamma-HLH	Hey
E(spl)mdelta-HLH	CG15269
ase	toy
Rel	CG17801
Mad	ranshi
otp	ind
onecut	CG31955
MBD-R2	Caf1-55
CG18764	CG31612
Su(var)2-10	Ets21C
ovo	Deaf1
CG6470	Ada2b
Hr78	CG3919
Ets65A	Spps
Blos1	gfzf
eg	d4
pdm2	Hr78
Rel	dmrt11E
Lim3	CG18599
drm	CG2129
B-H2	Hr78
Scm	Lime
ato	CG17359
Hr78	gcm2
Ets65A	CG12219
toy	CG3847
Rel	CG18764
pdm2	CG1233
esc	dmrt99B
CG4854	Sox21b
E(bx)	Rcd5
grau	Hr78
pho	Eip78C
Hr78	CG33557
CG4854	CG18764
CG10654	fuss
bap	Hr78
Orc3	CG9890
PolE4	Chrac-14
btn	sage
Rel	bun
toe	CG17186
Nurf-38	dgt1
Hr78	crol
CG2712	CG10654
zfh1	CG17801
Rel	CG4496
E(spl)m8-HLH	CG31955
Dlip3	grh
Hr78	ktub
Hr78	topi
foxo	CG32772
Hr78	CG1529
GATAd	da
hth	chinmo
toy	lov
drm	CG9727
Sry-beta	gem
Sidpn	CG9932
Hr78	CG6686
Sox21a	chinmo
D	Stat92E
opa	CG1407
HP1b	CG31612
OdsH	CG11906
Rbf	bun
Hr78	apt
ovo	CG1602
org-1	Sidpn
slou	Blos1
Ets65A	Kdm5
Sox21a	GATAe
Ets65A	CG31835
CG31955	CG33695
Hr78	fuss
CG10654	CG12219
egl	Dhc64C
Ets65A	E2f1
CtBP	foxo
Eip78C	BtbVII
Hmr	Met
kn	CG10654
net	YL-1
Hr78	CG5196
Dref	Sox21b
Pp1alpha-96A	ASPP
Hr78	vnd
hth	Irbp18
CG16863	CG10431
Hr78	CG10949
tin	CG31441
Hr78	pad
Deaf1	CG32767
Ets65A	cbt
Deaf1	chn
ftz	CG31955
Hey	foxo
bcd	CG32767
Hr78	CG10209
HLH54F	CG17195
Rel	Doc1
fd19B	CG12391
PHDP	vnd
CG11723	Irbp18
Eip78C	CG14667
Hinfp	Alh
Hr78	Sp1
gro	salm
achi	CG42726
sr	phol
CG8478	NfI
Hr78	Max
Hr78	chn
kn	Scm
CG11456	CG6654
Su(z)12	Hmg-2
drm	Hr51
MBD-R2	chinmo
E(spl)m3-HLH	Hr78
CG2889	hkb
Hr78	CG13204
Eip75B	Nnk
sug	Cenp-C
E(spl)mgamma-HLH	vnd
Blos1	CG45071
ro	foxo
sob	CG16863
l(1)sc	Hr78
CG7786	Boh1
Hr78	d4
Ets65A	Mad
Rel	chn
kn	ind
gro	Irbp18
CG11906	foxo
Irbp18	MBD-R2
Ets65A	da
Rel	CG11398
Kcmf1	BtbVII
Bdp1	trh
E(spl)m8-HLH	CtBP
toy	Chrac-14
Cf2	Irbp18
CG9705	CrebB
kn	Hr78
caup	Spps
svp	CG15336
Rel	CG7271
mirr	zld
trr	CG3491
spab	CG8478
trr	Dbx
CG8478	CG33557
CG10321	CG32767
dimm	CG18599
stwl	egg
egl	DCTN1-p150
E2f1	Su(z)12
Ets65A	PolE4
Rel	d4
CG10669	chinmo
CG10654	tHMG2
tup	Hr78
Ets65A	CG4676
BuGZ	Lpt
Spps	CG12219
hth	ovo
CG12299	CG31955
tap	CG31955
CG8319	CG8478
Rbf	CG8089
CG14711	foxo
woc	Hr78
Hr78	GATAe
emc	Hr78
schlank	Sox21b
Blos1	CG42748
Dll	CG3919
CG14441	CG8478
gcm	br
CG10555	shep
Xbp1	cbt
C15	NC2alpha
trr	jing
btn	CG8924
croc	sug
AGO2	mir-34
Hr78	CG12391
d4	Lpt
dpn	Hr78
eg	onecut
Ets65A	CG9776
Ets65A	Ets21C
Hinfp	dysf
chn	CG2116
Dll	p53
B-H2	fd3F
hth	E(spl)mdelta-HLH
svp	Sp1
H2.0	CG6813
Dll	CG4820
zfh1	hng2
Oli	CG31612
Hr78	CG2712
ttk	CG32121
Rel	gce
disco	CG8319
toy	Atf6
eg	Spps
d4	CG30431
CG9215	CG31955
Irbp18	CG31365
CG3032	gem
svp	Pph13
CG32121	lola
bcd	pb
Rel	NC2beta
Eip78C	CG14711
HDAC1	nerfin-1
CG13204	CG31642
CG18599	CG1647
sisA	GABPI
hry	phol
nau	Sox21b
Poxm	CG8319
CG15812	CG10565
btn	CG10654
E(spl)mgamma-HLH	CG8388
drm	dmrt99B
ind	CG10654
Odj	CG31955
Rx	CG10654
gro	Kr-h1
CG16863	comr
CtBP	nerfin-1
grn	Hr78
Poxn	CG8319
retn	Hr78
Eip78C	Hey
erm	foxo
Rel	CG1602
svp	CG31612
BEAF-32	Irbp18
cas	Hr78
bowl	foxo
unpg	Blos1
ey	CG6654
Kr	Hr78
foxo	CG31955
CG7963	CrebB
CG7963	CG18599
Alh	vnd
wdn	Rel
ind	foxo
pnr	pnt
Sry-beta	B-H2
CG4282	Fer3
Ets65A	btn
Hr38	Blimp-1
Pph13	drm
bap	dimm
Dll	mirr
CG3726	phol
Rel	CG17198
tup	drm
exex	CG31955
Sox21a	CG31510
Ets21C	Atf6
crm	exd
croc	CG42741
sqz	CG31955
Eip78C	CG6689
Spps	Blos1
ind	CG4854
CG2875	Boh1
Hr78	cbt
Dll	CG11247
zen	Irbp18
Irbp18	CG17803
chn	OdsH
CG9215	Irbp18
Eip75B	Ptx1
Hr78	CG17361
toy	tgo
Poxn	Hr78
Dll	rn
Poxm	foxo
foxo	schlank
mip120	CG17186
gro	Ada2b
wor	MBD-like
Su(var)205	bbx
Rx	CG8478
CG6470	lov
dmrt99B	CG31955
Hr78	CG33695
ATbp	CG31224
Sox21a	CG32767
mor	CG8478
vis	CG14667
GATAe	CG4854
ttk	Deaf1
Dll	Sp1
Su(H)	YL-1
drm	pzg
sug	Ada2b
Lim3	slbo
foxo	CG31460
Awh	Irbp18
mbf1	da
dsx	CG31612
CG13287	CG8319
Irbp18	grh
Hr78	CG32121
Sry-beta	dve
Eip75B	Rel
Ets65A	MBD-R2
MTA1-like	CG10431
unpg	phol
Su(H)	CG14710
Hmg-2	Hr83
fd96Ca	BuGZ
Su(H)	Hr78
elB	Hr78
Eip78C	hkb
Hinfp	CG6276
Ets21C	Fer1
CG10654	CG45071
Blos1	CG31875
Tbp	CG9890
B-H2	Paris
E2f1	foxo
Rel	CG4956
Poxm	Dif
Scm	rn
svp	Ets21C
zfh1	CG9705
PolE4	Spps
tin	Hr78
svp	CG33557
Hr78	pb
kn	Trl
CG3491	CG10654
CG7386	bun
CG4328	grh
CG15710	Irbp18
kn	CG31612
drm	jing
Nurf-38	nsl1
gro	Ets65A
Hr78	egg
C15	CG12075
Mad	Blos1
Hr78	CG17287
Eip78C	CG13204
crm	Rel
toy	lmd
ems	Sox21b
Eip78C	Mef2
Cp190	l(3)mbt
opa	Sox21b
Mad	CG8478
drm	da
CG13775	trem
Hr78	CG7786
Hr78	CG1602
cpx	brp
Sry-beta	Hr78
drm	sug
CG32121	CG34376
Rel	Hmg-2
ct	CG14200
Hr78	Clamp
Hr78	CG4424
CG15435	CG10209
Rel	Rbsn-5
Ets65A	grh
HmgD	Blos1
CG13775	lmd
B-H2	CrebB
stwl	Hr78
chn	mbf1
sim	Hr78
jing	CrebB
CG12219	CG31955
CG8478	CG12219
bbx	CG10565
Asciz	tHMG2
ct	CG31955
Hr78	CTCF
Sp1	Zif
CG31955	CG9932
Pph13	vis
Rel	Mondo
kn	CG6765
gro	Pep
CG10321	CG42726
Paris	GATAe
zen	Hr78
NC2beta	da
bowl	Rel
drm	Odj
E(spl)mdelta-HLH	sv
hng2	mbf1
Ptx1	CG10654
schlank	CG31955
Dr	foxo
otp	MBD-like
CG6701	Doc3
eg	CG11617
ems	CG16863
CG31955	pzg
Sry-beta	foxo
Hr78	CG8765
bcd	Rel
Hr78	dysf
croc	HP1b
Ets65A	Awh
Hr78	Mnt
Hr78	Pph13
Su(z)12	foxo
egg	drn
D19A	br
dysf	tgo
Hr78	CG15812
retn	PHDP
Hr78	GABPI
fd96Cb	foxo
Bro	Alh
ktub	p53
Hr78	Doc2
mip120	pzg
Hr78	TfAP-2
ttk	bab1
achi	Doc3
CG3491	CG31835
B-H2	mid
Eip78C	cyc
Hr78	hng1
CG8319	CG32767
Irbp18	Chrac-14
Ets21C	sage
Hinfp	trh
lbe	CG42726
CG15269	p53
en	Hr78
Hr78	Snoo
DCAF12	pic
unc-4	GATAe
Bgb	chm
Rel	mbf1
Scm	drm
Hr78	drm
Hr78	CG2129
B-H2	HHEX
Dll	CG14860
Rel	CG15435
CG11456	Sox21b
Hr78	CG31875
CG4496	CG8765
eg	Pph13
hkb	prg
fuss	mbf1
CG2712	mbf1
Hr78	Opbp
svp	CG45071
MBD-R2	prg
CG4676	CG6654
CG31955	CG32767
foxo	Vsx2
Hr78	CG31955
E(spl)m8-HLH	Rel
elB	CG2889
foxo	CG17801
ovo	CG1024
cry	bel
Pdp1	Mondo
cato	bun
gro	row
NFAT	CG17186
Hr78	schlank
Hr78	Hmg-2
toy	CG9215
repo	CG18262
BEAF-32	CG11398
ab	br
D19B	CG10979
dsx	CG4854
Rel	HHEX
nsl1	Caf1-55
bcd	CG34367
tup	CG8319
Dr	Hr38
ktub	Coop
Dref	Vsx2
Eip78C	ktub
Irbp18	CG32767
otp	mid
H2.0	foxo
Lim3	CG4496
disco	Hr78
wdn	CG31955
B-H2	Oli
exd	YL-1
Ets65A	Mnt
Cul4	DCAF12
ftz	org-1
Dr	Hmg-2
gl	CG45071
lms	GATAe
Hr78	unpg
M1BP	GATAe
Myb	CG8478
peb	Rel
E(bx)	dgt1
cliff	cnc
CG6470	Irbp18
ase	CG31955
CG11906	CG10654
Rel	BEAF-32
Ets65A	Klf15
ttk	Coop
CG6654	E(var)3-9
E(spl)mdelta-HLH	sug
tup	Rel
Ets21C	chn
btn	CG33557
Poxm	Hr78
Hr78	Vsx2
toy	Myc
FoxL1	CG42726
zen	Eip78C
sage	CG31955
CG14860	Blos1
Hr78	CG31835
CG8478	BtbVII
drm	CG3815
dac	jing
her	CG7099
Lim3	kmg
btn	Sag1
cad	GATAe
toy	grh
HP1c	Blos1
bcd	Blos1
Trl	CG2889
Hnf4	Hr78
Hr78	CG17328
kni	CG2129
CrebA	Sox14
CG15696	CG31612
CG10654	CG32772
Trl	CG10654
ovo	CG8478
Sry-beta	CG8478
ato	GATAd
ct	CG8478
gro	Alh
CG3491	CG10565
E(spl)mdelta-HLH	E2f1
Hr38	NFAT
foxo	bun
cyc	foxo
Poxn	CG9609
ro	sage
foxo	Antp
Eip78C	da
GATAe	CG31955
svp	PolE4
Ets65A	Pph13
Hr78	cyc
Ptx1	CG2129
Hr78	da
SoxN	sage
mod	vnd
CG2116	d4
Trl	foxo
vis	CG4424
Cph	sage
Ptx1	drm
REPTOR-BP	Drgx
su(Hw)	Pph13
ems	sug
NC2beta	NC2alpha
Blos1	pdm3
Orc2	CG9890
gcm2	CG31955
slbo	Crg-1
svp	Lime
Poxm	Eip78C
dwg	CG14441
Xbp1	CG4496
Hr78	CG6470
stwl	CG31955
lz	MED1
Sag1	BtbVII
Pep	CG33557
esc	CG10431
bcd	Ets65A
Pdp1	fd3F
Dr	Chrac-16
eg	fd3F
Dlip3	ich
dsx	Lpt
foxo	rn
Sry-delta	ken
Scm	Cph
EcR	Trf
Ptx1	CG10209
Sox21b	CG42726
B-H2	ATbp
Hr78	CG8159
pho	Trl
Eip78C	TfAP-2
Hr78	CG10979
sob	ewg
drm	onecut
Rel	l(2)k10201
BtbVII	Kr-h1
CG13204	CG10654
Hr78	Rx
Ptx1	CG31955
caup	CG4328
D19A	drm
Ets65A	Ada2b
Doc3	ATbp
CG8089	foxo
E(spl)mbeta-HLH	Hr78
yem	org-1
Irbp18	Rbsn-5
CG2712	CG16863
stwl	ind
Rel	CG10431
CG8119	chinmo
HLH4C	CG14965
Hr78	Rbsn-5
tio	GATAe
Rx	Irbp18
CG8089	CG10654
pho	Hr78
CG13775	Myc
Hr78	HGTX
CG13775	Rbsn-5
retn	CG33557
Ets65A	NfI
CG6654	CG31642
CG6701	E(var)3-9
chn	CG6769
lbe	Irbp18
CG15514	salm
CG10654	sens-2
NC2alpha	CG8478
slbo	toy
org-1	M1BP
odd	CG31955
CG10654	cbt
fkh	Hr78
MESR4	HHEX
tup	CG13775
Eip78C	Clamp
zfh2	Eip78C
Blos1	pan
Rel	tap
Dr	mod
ovo	Hr78
Awh	CG6765
tll	Awh
crm	Ets65A
Irbp18	NfI
MBD-R2	Boh1
wdn	Hr78
croc	Sox102F
Hr78	gfzf
fkh	Rel
dsx	Rel
phol	sens-2
Hr78	CG17801
ro	Irbp18
bab1	Trl
cad	Hr78
Rel	CG8765
Poxm	CG18599
CG31955	Kr-h1
ovo	nub
Hr3	mamo
Doc3	CG10654
drm	CG7963
CG10565	CG18599
CG3032	GATAe
yem	fd3F
fd19B	br
CG6686	CG33557
Rel	pzg
Bro	Pdp1
H2.0	CG1602
Poxn	CG30431
Poxm	Rel
B-H1	Hr78
HLH54F	CG15269
Hr78	CG8301
Hr78	Mondo
sr	croc
CrebA	Klf15
Rel	CG14711
Dr	zfh1
Dif	Ptx1
sr	dve
